file_name,ticker,SHORT_NAME,COUNTRY_ISO,COUNTRY_FULL_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_SECTOR_NAME,INDUSTRY_GROUP,INDUSTRY_SECTOR,year_last,n_datapoints,CUR_MKT_CAP
cyrx.us.txt,CYRX US Equity,CRYOPORT,US,UNITED STATES,Health Care Equipment & Servic,Health Care,Transportation,Industrial,2017,2639,987969120.5
wire.us.txt,WIRE US Equity,ENCORE WIRE,US,UNITED STATES,Capital Goods,Industrials,Electrical Compo&Equip,Industrial,2017,3201,979345532
faro.us.txt,FARO US Equity,FARO TECH,US,UNITED STATES,Technology Hardware & Equipmen,Information Technology,Electronics,Industrial,2017,3201,978993148.3
stng.us.txt,STNG US Equity,SCORPIO TANKERS,MC,MONACO,Energy,Energy,Transportation,Industrial,2017,1920,967502599.2
npo.us.txt,NPO US Equity,ENPRO INDUSTRIES,US,UNITED STATES,Capital Goods,Industrials,Miscellaneous Manufactur,Industrial,2017,3201,945557413.1
oflx.us.txt,OFLX US Equity,OMEGA FLEX INC,US,UNITED STATES,Capital Goods,Industrials,Metal Fabricate/Hardware,Industrial,2017,3029,929485169.8
ccf.us.txt,CCF US Equity,CHASE CORP,US,UNITED STATES,Materials,Materials,Miscellaneous Manufactur,Industrial,2017,3105,926248218.6
wbt.us.txt,WBT US Equity,WELBILT INC,US,UNITED STATES,Capital Goods,Industrials,Machinery-Diversified,Industrial,2017,427,923987790.9
pgti.us.txt,PGTI US Equity,PGT INNOVATIONS,US,UNITED STATES,Capital Goods,Industrials,Building Materials,Industrial,2017,2863,895082537.4
tse.us.txt,TSE US Equity,TRINSEO SA,US,UNITED STATES,Materials,Materials,Miscellaneous Manufactur,Industrial,2017,863,873378234.7
